Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Rating,Number of reviews,Features,Features (english),Product link
Steam Brush  ,Steam Brush  ,BLACK+DECKER,homedepot,0885911490702,5-in-1 Steam Mop and Portable Steamer with Squeegee and (3) Brushes,5-in-1 Steam Mop and Portable Steamer with Squeegee and (3) Brushes,https://images.thdstatic.com/productImages/273e9d22-0749-4c6e-a86e-01cf4b5fb3b5/svn/black-decker-steam-mops-hsmc1321-64_100.jpg,139.99,,USD,5.0,4,"Eliminate tough dirt and grime with the cleaning power of steam. A versatile 5-in-1 design lets you switch from mop to a handheld and back for sealed surfaces all over your home. Kills up to 99% of germs just using water and the microfiber pad, leaving your home sparkling.","Eliminate tough dirt and grime with the cleaning power of steam. A versatile 5-in-1 design lets you switch from mop to a handheld and back for sealed surfaces all over your home. Kills up to 99% of germs just using water and the microfiber pad, leaving your home sparkling.",https://www.homedepot.com/p/BLACK-DECKER-5-in-1-Steam-Mop-and-Portable-Steamer-with-Squeegee-and-3-Brushes-HSMC1321/315653818
Steam Brush  ,Steam Brush  ,Cuisinart,homedepot,0817096016002,Steam Cleaner Grill Brush,Steam Cleaner Grill Brush,https://images.thdstatic.com/productImages/7eef08fe-9f04-586a-a205-c43ce52816b9/svn/cuisinart-grill-brushes-csbs-777-64_100.jpg,29.39,,USD,4.8,5,Give your grill the deep steam cleaning it needs with the Cuisinart Steam Cleaner grill brush. Cleaning your grill grates with steam is an extremely effective way to break up tough grease and grime. Simply pop open the top of the handle to fill the water reservoir. Use the control knob on the back of the brush head to regulate the water flow as you clean the grates. Simply turn the knob to the off position to stop the flow of water. The stainless steel scraper on the tip of the brush head is an excellent tool for releasing stubborn residue and providing a truly deep clean.,Give your grill the deep steam cleaning it needs with the Cuisinart Steam Cleaner grill brush. Cleaning your grill grates with steam is an extremely effective way to break up tough grease and grime. Simply pop open the top of the handle to fill the water reservoir. Use the control knob on the back of the brush head to regulate the water flow as you clean the grates. Simply turn the knob to the off position to stop the flow of water. The stainless steel scraper on the tip of the brush head is an excellent tool for releasing stubborn residue and providing a truly deep clean.,https://www.homedepot.com/p/Cuisinart-Steam-Cleaner-Grill-Brush-CSBS-777/318085325
Electric Blackhead Remover,Electric Blackhead Remover,Bosch,homedepot,0000346509540,14 Gallon Corded Wet/Dry Dust Extractor Vacuum with Automatic Filter Clean and HEPA Filter,14 Gallon Corded Wet/Dry Dust Extractor Vacuum with Automatic Filter Clean and HEPA Filter,https://images.thdstatic.com/productImages/cb84fc16-dd98-4480-804b-91a9126da77e/svn/blues-bosch-wet-dry-vacuums-vac140ah-64_100.jpg,699,,USD,4.2286,35,"The Bosch VAC140AH 14-Gallon Dust Extractor with Auto Filter Clean and HEPA Filter provides a complete package that is designed to help users move toward compliance with the OSHA silica dust regulation. The dust extractor delivers a maximum 150-cubic-feet-of-air-per-minute rate (CFM), with a sustainable 97 in. static water lift (maximum). The automatic on-board filter-cleaning system activates every 15 seconds to help maintain maximum suction power. The included HEPA filter captures 99.97% of particles at 0.3 microns and larger. The included fleece filter bag helps to protect the filter and provides the optimal containment of dry dust and debris. The dust extractor also has power tool activation that allows the tool to activate the vac and a Power Broker dial to match the suction force to application.","The Bosch VAC140AH 14-Gallon Dust Extractor with Auto Filter Clean and HEPA Filter provides a complete package that is designed to help users move toward compliance with the OSHA silica dust regulation. The dust extractor delivers a maximum 150-cubic-feet-of-air-per-minute rate (CFM), with a sustainable 97 in. static water lift (maximum). The automatic on-board filter-cleaning system activates every 15 seconds to help maintain maximum suction power. The included HEPA filter captures 99.97% of particles at 0.3 microns and larger. The included fleece filter bag helps to protect the filter and provides the optimal containment of dry dust and debris. The dust extractor also has power tool activation that allows the tool to activate the vac and a Power Broker dial to match the suction force to application.",https://www.homedepot.com/p/Bosch-14-Gallon-Corded-Wet-Dry-Dust-Extractor-Vacuum-with-Automatic-Filter-Clean-and-HEPA-Filter-VAC140AH/303323421
Electric Blackhead Remover,Electric Blackhead Remover,Samsung,homedepot,0887276409054,6.3 cu. ft. Slide-In Electric Range with Air Fry Convection Oven in Fingerprint Resistant Stainless Steel,6.3 cu. ft. Slide-In Electric Range with Air Fry Convection Oven in Fingerprint Resistant Stainless Steel,https://images.thdstatic.com/productImages/f76585fd-132d-470b-aa21-42aedf6cfbd9/svn/stainless-steel-samsung-single-oven-electric-ranges-ne63t8511ss-64_100.jpg,1199,1699,USD,4.5739,575,The Samsung 30 in. 6.3 cu. ft. Slide-In Electric Range with Air Fry technology creates healthier and delicious meals with the touch of a button which includes an Air Fry rack directly in the oven. Our Self-Cleaning Dual Convection Oven offers Dual Convection which distributes heat throughout the oven for faster and more even cooking. Upgrade any kitchen with a slide-in design that blends seamlessly into your cabinetry to give your kitchen a high-end look. Five elements with double elements ensures you have the flexibility to cook multiple dishes using different-sized pans simultaneously.,The Samsung 30 in. 6.3 cu. ft. Slide-In Electric Range with Air Fry technology creates healthier and delicious meals with the touch of a button which includes an Air Fry rack directly in the oven. Our Self-Cleaning Dual Convection Oven offers Dual Convection which distributes heat throughout the oven for faster and more even cooking. Upgrade any kitchen with a slide-in design that blends seamlessly into your cabinetry to give your kitchen a high-end look. Five elements with double elements ensures you have the flexibility to cook multiple dishes using different-sized pans simultaneously.,https://www.homedepot.com/p/Samsung-6-3-cu-ft-Slide-In-Electric-Range-with-Air-Fry-Convection-Oven-in-Fingerprint-Resistant-Stainless-Steel-NE63T8511SS/313871700
Air Purifier,Air Purifier,Dyson,homedepot,0885609021744,"Air Purifier Cool with HEPA Filter, TP07","Air Purifier Cool with HEPA Filter, TP07",https://images.thdstatic.com/productImages/69f67ba2-1d0c-4df1-a9f0-dc26d2c33f5e/svn/metallics-dyson-air-purifiers-369803-01-64_100.jpg,549.99,,USD,4.4474,38,"Dyson's latest purifiers combine intelligent sensing with an advanced filtration system. Two phases of purification sit within our fully sealed filtration and airflow system. So, what goes inside, stays inside. An activated carbon filter removes gases and odors and a HEPA filter captures 99.97% of particles 0.3 microns in size. Then powerful Air Multiplier technology purifies the whole room and cools you.²","Dyson's latest purifiers combine intelligent sensing with an advanced filtration system. Two phases of purification sit within our fully sealed filtration and airflow system. So, what goes inside, stays inside. An activated carbon filter removes gases and odors and a HEPA filter captures 99.97% of particles 0.3 microns in size. Then powerful Air Multiplier technology purifies the whole room and cools you.²",https://www.homedepot.com/p/Dyson-Air-Purifier-Cool-with-HEPA-Filter-TP07-369803-01/316120658
Air Purifier,Air Purifier,Dyson,homedepot,0885609010250,"Pure Cool, Air Purifier + Fan with HEPA filter, TP01","Pure Cool, Air Purifier + Fan with HEPA filter, TP01",https://images.thdstatic.com/productImages/742aa0a7-4cc0-452f-b6c9-837534e7c139/svn/whites-dyson-air-purifiers-308247-01-64_100.jpg,399,,USD,4.2222,117,"Purifies all year round. Cools you when you need it. Fully sealed HEPA and activated carbon filter captures 99.97% of allergens and pollutants, including pollen, bacteria and pet dander. Air Multiplier technology amplifies surrounding air, giving an uninterrupted stream of smooth, yet powerful purified airflow. Oscillates to project and circulate purified air across the room.","Purifies all year round. Cools you when you need it. Fully sealed HEPA and activated carbon filter captures 99.97% of allergens and pollutants, including pollen, bacteria and pet dander. Air Multiplier technology amplifies surrounding air, giving an uninterrupted stream of smooth, yet powerful purified airflow. Oscillates to project and circulate purified air across the room.",https://www.homedepot.com/p/Dyson-Pure-Cool-Air-Purifier-Fan-with-HEPA-filter-TP01-308247-01/308695886
Electric Blackhead Remover,Electric Blackhead Remover,Electrolux,homedepot,0012505387296,"4.4 cu. ft. Front Load Washer with SmartBoost Technology Steam in Titanium, ENERGY STAR","4.4 cu. ft. Front Load Washer with SmartBoost Technology Steam in Titanium, ENERGY STAR",https://images.thdstatic.com/productImages/33f3fae0-9627-49c9-8ee4-fdea7724ede3/svn/titanium-electrolux-front-load-washers-efls627utt-64_100.jpg,1124,1249,USD,4.7038,5513,"The Electrolux Front-Load washer machine with the exclusive SmartBoost technology provides the most effective stain removal by premixes water and detergent before the cycle begins, maximizing the cleaning power of the detergent. It features the industry's first Adaptive Dispenser that accepts detergent packs to give you the flexibility to clean with all detergent types for a thorough clean. Unlike many washers, our Perfect Steam rises from the bottom, gently lifting dirt and stains from fibers. The 15-Minute Fast Wash quickly deep cleans your items you need most.","The Electrolux Front-Load washer machine with the exclusive SmartBoost technology provides the most effective stain removal by premixes water and detergent before the cycle begins, maximizing the cleaning power of the detergent. It features the industry's first Adaptive Dispenser that accepts detergent packs to give you the flexibility to clean with all detergent types for a thorough clean. Unlike many washers, our Perfect Steam rises from the bottom, gently lifting dirt and stains from fibers. The 15-Minute Fast Wash quickly deep cleans your items you need most.",https://www.homedepot.com/p/Electrolux-4-4-cu-ft-Front-Load-Washer-with-SmartBoost-Technology-Steam-in-Titanium-ENERGY-STAR-EFLS627UTT/304682351
Electric Blackhead Remover,Electric Blackhead Remover,BLACK+DECKER,homedepot,0027043992833,36 in. Black Stainless Steel Non-Stick Indoor Grill,36 in. Black Stainless Steel Non-Stick Indoor Grill,https://images.thdstatic.com/productImages/a130177e-5f24-46a2-a0d5-e8dbcf721110/svn/black-black-decker-indoor-grills-gr0040b-64_100.jpg,21.36,,USD,3.2857,7,"The kitchen appliance changed the grilling game forever. The George Foreman 2-Serving Classic Plate Electric Indoor Grill and Panini Press delivers fast grilling and delicious results for steak, burgers, chicken, veggies, and more. The patented sloped surface helps remove fat during cooking, and the George Tough nonstick coating wipes clean after every use. The compact grills dual contact heating speeds up grilling to get food on the table in record time. What will you make on your George Foreman Grill.","The kitchen appliance changed the grilling game forever. The George Foreman 2-Serving Classic Plate Electric Indoor Grill and Panini Press delivers fast grilling and delicious results for steak, burgers, chicken, veggies, and more. The patented sloped surface helps remove fat during cooking, and the George Tough nonstick coating wipes clean after every use. The compact grills dual contact heating speeds up grilling to get food on the table in record time. What will you make on your George Foreman Grill.",https://www.homedepot.com/p/BLACK-DECKER-36-in-Black-Stainless-Steel-Non-Stick-Indoor-Grill-GR0040B/303011223
Steam Iron ,Steam Iron ,BLACK+DECKER,homedepot,0050875816398,Vitessa Advanced Steam Iron with Dual-Position,Vitessa Advanced Steam Iron with Dual-Position,https://images.thdstatic.com/productImages/ec91e137-c72a-4d95-a5b8-f96600deeccf/svn/red-black-decker-irons-ir2050-64_100.jpg,32.55,,USD,4.5862,29,"BLACK+DECKER, the #1 brand in clothes irons, is streamlining garment care with the Vitessa Nonstick Advanced Steam Iron. The Even Steam soleplate is engineered to produce more consistent steam flow from heel to tip for fast, professional results. SmartSteam Technology combines steam and temperature controls into one easy-to-use dial. Plus, this electric iron delivers powerful bursts of steam to aggressively take out wrinkles and can even be used vertically to quickly touch-up clothes right on the hanger or curtains and drapes. Source: NPD POS, data as of November 2016. vs BLACK+DECKER IR08x standard iron with standard soleplate.","BLACK+DECKER, the #1 brand in clothes irons, is streamlining garment care with the Vitessa Nonstick Advanced Steam Iron. The Even Steam soleplate is engineered to produce more consistent steam flow from heel to tip for fast, professional results. SmartSteam Technology combines steam and temperature controls into one easy-to-use dial. Plus, this electric iron delivers powerful bursts of steam to aggressively take out wrinkles and can even be used vertically to quickly touch-up clothes right on the hanger or curtains and drapes. Source: NPD POS, data as of November 2016. vs BLACK+DECKER IR08x standard iron with standard soleplate.",https://www.homedepot.com/p/BLACK-DECKER-Vitessa-Advanced-Steam-Iron-with-Dual-Position-IR2050/308899004
Steam Iron ,Steam Iron ,Hamilton Beach,homedepot,0040094140107,Elite Steam Iron,Elite Steam Iron,https://images.thdstatic.com/productImages/db5adae0-e55c-45c3-881e-3504b720587a/svn/white-hamilton-beach-irons-14010-64_100.jpg,28.99,,USD,4.8889,9,"From everyday ironing to the unique requirements of quilters, sewers, and crafters, Hamilton Beach Irons are indispensable. Whether you're ironing a shirt for the office or putting the final touch on a creative project, you'll find the perfect iron for every job right here. Hamilton Beach has produced superior ironing performance since 1929. Our modern Hamilton Beach Auto Shut-Off Irons build on this legacy of quality. The 3-way auto shut off means the iron will turn off after 15 minutes if left in the upright position or after 30 seconds if left on its soleplate or on its side. Highly affordable and practical, you will always be able to count on an auto shut-off iron from Hamilton Beach to make you look your best.","From everyday ironing to the unique requirements of quilters, sewers, and crafters, Hamilton Beach Irons are indispensable. Whether you're ironing a shirt for the office or putting the final touch on a creative project, you'll find the perfect iron for every job right here. Hamilton Beach has produced superior ironing performance since 1929. Our modern Hamilton Beach Auto Shut-Off Irons build on this legacy of quality. The 3-way auto shut off means the iron will turn off after 15 minutes if left in the upright position or after 30 seconds if left on its soleplate or on its side. Highly affordable and practical, you will always be able to count on an auto shut-off iron from Hamilton Beach to make you look your best.",https://www.homedepot.com/p/Hamilton-Beach-Elite-Steam-Iron-14010/204170787
Electric Blackhead Remover,Electric Blackhead Remover,BLACK+DECKER,homedepot,0885911266901,230 MPH 385 CFM 12-Amp Corded Electric 3-in-1 Handheld Leaf Blower/Vacuum/Mulcher,230 MPH 385 CFM 12-Amp Corded Electric 3-in-1 Handheld Leaf Blower/Vacuum/Mulcher,https://images.thdstatic.com/productImages/50e2265f-6e92-4c16-ad6c-01ac7ea597e3/svn/black-decker-corded-leaf-blowers-bv3600-64_100.jpg,63.98,,USD,3.9036,726,Your outdoor cleaning needs are taken care of with the BLACK+DECKER Electric Leaf Blower Vacuum. This design features a 230 MPH blower and two speed selections to easily take on leaves and debris. Its anti-clog vortex impeller helps avoid clogs when mulching and can grind up to 10 bags of mulch down to one.,Your outdoor cleaning needs are taken care of with the BLACK+DECKER Electric Leaf Blower Vacuum. This design features a 230 MPH blower and two speed selections to easily take on leaves and debris. Its anti-clog vortex impeller helps avoid clogs when mulching and can grind up to 10 bags of mulch down to one.,https://www.homedepot.com/p/BLACK-DECKER-230-MPH-385-CFM-12-Amp-Corded-Electric-3-in-1-Handheld-Leaf-Blower-Vacuum-Mulcher-BV3600/203615438
Electric Blackhead Remover,Electric Blackhead Remover,KitchenAid,homedepot,0883049343655,6.4 cu. ft. Downdraft Slide-In Electric Range with Self-Cleaning Convection Oven in Stainless Steel,6.4 cu. ft. Downdraft Slide-In Electric Range with Self-Cleaning Convection Oven in Stainless Steel,https://images.thdstatic.com/productImages/c6c90e37-9e9d-49fb-aea1-ea73e6c9b44b/svn/stainless-steel-kitchenaid-single-oven-electric-ranges-kseg950ess-64_100.jpg,3059,949,USD,4.0978,501,"This all-in-1 electric range includes Downdraft, which integrates the ventilation system so a separate hood is not needed. Smoke and odors can be removed outside or filtered air can be recirculated inside. It also has a Steam Rack that offers the ability to add moisture to the oven and enhances cooking results.","This all-in-1 electric range includes Downdraft, which integrates the ventilation system so a separate hood is not needed. Smoke and odors can be removed outside or filtered air can be recirculated inside. It also has a Steam Rack that offers the ability to add moisture to the oven and enhances cooking results.",https://www.homedepot.com/p/KitchenAid-6-4-cu-ft-Downdraft-Slide-In-Electric-Range-with-Self-Cleaning-Convection-Oven-in-Stainless-Steel-KSEG950ESS/206047507
Steam Iron ,Steam Iron ,BLACK+DECKER,homedepot,0050875822726,One Step Steam Iron with Cord Reel,One Step Steam Iron with Cord Reel,https://images.thdstatic.com/productImages/d1a0c36b-6ec9-4182-af56-6df6de9d6395/svn/white-and-blue-black-decker-irons-icr19xs-64_100.jpg,36.8,,USD,4.6346,52,"From shirts and pants to curtains and drapes, ironing is simple with the BLACK+DECKER One Step Steam Cord Reel Iron. The new design features the Even Steam Stainless Soleplate, which distributes steam more evenly from heel to tip for fast ironing. With Smart Steam Controls, the iron automatically regulates and optimizes steam levels based on the temperature you select for different fabric types. The automatic cord reel makes storage fast and easy with just the touch of a button. The Precision Point Soleplate makes it simple to navigate around buttons, collars and creases for crisp, detailed results. Other features include: easy-fill water tank, 3-way automatic shutoff, Auto Clean system, burst of steam and vertical steam. A full suite of useful features makes BLACK+DECKER the trusted name in clothes irons. compared to BLACK+DECKER ICR07X.","From shirts and pants to curtains and drapes, ironing is simple with the BLACK+DECKER One Step Steam Cord Reel Iron. The new design features the Even Steam Stainless Soleplate, which distributes steam more evenly from heel to tip for fast ironing. With Smart Steam Controls, the iron automatically regulates and optimizes steam levels based on the temperature you select for different fabric types. The automatic cord reel makes storage fast and easy with just the touch of a button. The Precision Point Soleplate makes it simple to navigate around buttons, collars and creases for crisp, detailed results. Other features include: easy-fill water tank, 3-way automatic shutoff, Auto Clean system, burst of steam and vertical steam. A full suite of useful features makes BLACK+DECKER the trusted name in clothes irons. compared to BLACK+DECKER ICR07X.",https://www.homedepot.com/p/BLACK-DECKER-One-Step-Steam-Iron-with-Cord-Reel-ICR19XS/306144652
Vacuum Cleaner,Vacuum Cleaner,Dyson,homedepot,0885609005034,Slim Ball Animal Upright Vacuum Cleaner,Slim Ball Animal Upright Vacuum Cleaner,https://images.thdstatic.com/productImages/4f850539-95b7-45d0-9e0b-002de91a8012/svn/dyson-upright-vacuums-216034-01-64_100.jpg,299.99,349.99,USD,4.4068,1512,"The Dyson Slim Ball Animal upright vacuum cleaner is engineered to remove dirt and microscopic dust on all floors, for tough tasks. The advanced self-adjusting cleaner head automatically adjusts between all floor types, including carpet, hard wood, laminate, and tile floors - sealing in suction for a powerful clean across your entire home. Its wand and hose release in one smooth action to make it easier to clean up high and under furniture. Whole-machine filtration, ensures that allergens and bacteria are trapped inside the machine, not expelled back into the home for a cleaner environment. The Dyson Slim Ball Animal vacuum cleaner comes with extra tools including the tangle-free turbine tool, which removes hair from carpets and upholstery without tangling. Dyson's free 5-year warranty covers parts and labor, plus free shipping there and back.","The Dyson Slim Ball Animal upright vacuum cleaner is engineered to remove dirt and microscopic dust on all floors, for tough tasks. The advanced self-adjusting cleaner head automatically adjusts between all floor types, including carpet, hard wood, laminate, and tile floors - sealing in suction for a powerful clean across your entire home. Its wand and hose release in one smooth action to make it easier to clean up high and under furniture. Whole-machine filtration, ensures that allergens and bacteria are trapped inside the machine, not expelled back into the home for a cleaner environment. The Dyson Slim Ball Animal vacuum cleaner comes with extra tools including the tangle-free turbine tool, which removes hair from carpets and upholstery without tangling. Dyson's free 5-year warranty covers parts and labor, plus free shipping there and back.",https://www.homedepot.com/p/Dyson-Slim-Ball-Animal-Upright-Vacuum-Cleaner-216034-01/301417537
Vacuum Cleaner,Vacuum Cleaner,Dyson,homedepot,0885609008363,Ball Animal 2 Upright Vacuum Cleaner,Ball Animal 2 Upright Vacuum Cleaner,https://images.thdstatic.com/productImages/96218966-a379-4828-a00e-842923bc6f27/svn/dyson-upright-vacuums-334176-01-64_100.jpg,499,,USD,4.1338,994,"The Dyson Ball Animal 2 vacuum cleaner has the strongest suction of any vacuum. With even more power for tough tasks. No other vacuum has stronger suction at the cleaner head than the Ball Animal 2. It handles tough tasks easily, making it ideal for parents and pet-owners. The Ball Animal 2 has an advanced self-adjusting cleaner head that automatically adjusts between all floor types, including but not limited to carpets, hard wood, tile, and laminate floors - sealing in suction across all floors to tackle your toughest tasks. Its wand and hose release in one smooth action to make it easier to clean up high and under furniture. With hygienic bin emptying, there's no need to get your hands dirty - just push the button to release the dirt. Whole-machine filtration ensures that allergens and bacteria are trapped inside the machine, not expelled back into the home. The Dyson Ball Animal 2 vacuum comes with the Tangle-free Turbine tool, which removes hair from carpets and upholstery without tangling. Dyson's free 5 year warranty covers parts and labor, plus free shipping there and back. Suction tested to ASTM F558 at the cleaner head, dust-loaded, against upright market.","The Dyson Ball Animal 2 vacuum cleaner has the strongest suction of any vacuum. With even more power for tough tasks. No other vacuum has stronger suction at the cleaner head than the Ball Animal 2. It handles tough tasks easily, making it ideal for parents and pet-owners. The Ball Animal 2 has an advanced self-adjusting cleaner head that automatically adjusts between all floor types, including but not limited to carpets, hard wood, tile, and laminate floors - sealing in suction across all floors to tackle your toughest tasks. Its wand and hose release in one smooth action to make it easier to clean up high and under furniture. With hygienic bin emptying, there's no need to get your hands dirty - just push the button to release the dirt. Whole-machine filtration ensures that allergens and bacteria are trapped inside the machine, not expelled back into the home. The Dyson Ball Animal 2 vacuum comes with the Tangle-free Turbine tool, which removes hair from carpets and upholstery without tangling. Dyson's free 5 year warranty covers parts and labor, plus free shipping there and back. Suction tested to ASTM F558 at the cleaner head, dust-loaded, against upright market.",https://www.homedepot.com/p/Dyson-Ball-Animal-2-Upright-Vacuum-Cleaner-334176-01/301276361
Steam Iron ,Steam Iron ,Hamilton Beach,homedepot,0040094198047,Durathon Nonstick Soleplate Iron,Durathon Nonstick Soleplate Iron,https://images.thdstatic.com/productImages/8811347e-d3ae-4cf1-947c-214ad05e4522/svn/silver-hamilton-beach-irons-19804-64_100.jpg,39.99,,USD,4.4516,31,"Hamilton Beach Durathon Soleplate Iron with cord wrap. Durathon is a finish 10x more durable than stainless steel, ceramic and traditional non-stick. Durathon is an aluminum coated soleplate coated with two layers of ceramic and then a nonstick top coat.","Hamilton Beach Durathon Soleplate Iron with cord wrap. Durathon is a finish 10x more durable than stainless steel, ceramic and traditional non-stick. Durathon is an aluminum coated soleplate coated with two layers of ceramic and then a nonstick top coat.",https://www.homedepot.com/p/Hamilton-Beach-Durathon-Nonstick-Soleplate-Iron-19804/313533532
Vacuum Cleaner,Vacuum Cleaner,Dyson,homedepot,0885609020020,V10 Animal Cordless Stick Vacuum,V10 Animal Cordless Stick Vacuum,https://images.thdstatic.com/productImages/35e2563b-b2eb-49e6-bbad-c12aafa8d684/svn/dyson-stick-vacuums-343783-01-64_100.jpg,433.73,,USD,4.5752,379,"Big machine suction power. 1 But with cord-free versatility. The Dyson Cyclone V10 Animal cordless vacuum cleaner has a 40% bigger bin than our previous Dyson V8 Animal vacuum cleaner for the big cleans. The torque drive cleaner head removes 25% more dust from carpets than our previous Dyson V8 Animal vacuum. It's our most powerful cleaner head yet.  It has three power modes to choose from, to suit any task on any floor type, including but not limited to carpet, hardwood, tile, and laminate floors. The Dyson Cyclone V10 Animal cordless vacuum quickly transforms to a  portable, handheld vacuum cleaner for quick clean ups, spot cleaning and cleaning difficult places.","Big machine suction power. 1 But with cord-free versatility. The Dyson Cyclone V10 Animal cordless vacuum cleaner has a 40% bigger bin than our previous Dyson V8 Animal vacuum cleaner for the big cleans. The torque drive cleaner head removes 25% more dust from carpets than our previous Dyson V8 Animal vacuum. It's our most powerful cleaner head yet.  It has three power modes to choose from, to suit any task on any floor type, including but not limited to carpet, hardwood, tile, and laminate floors. The Dyson Cyclone V10 Animal cordless vacuum quickly transforms to a  portable, handheld vacuum cleaner for quick clean ups, spot cleaning and cleaning difficult places.",https://www.homedepot.com/p/Dyson-V10-Animal-Cordless-Stick-Vacuum-343783-01/313126189
Electric Blackhead Remover,Electric Blackhead Remover,Cuisinart,homedepot,0086279096418,Electric Wine Opener with Foil Cutter,Electric Wine Opener with Foil Cutter,https://images.thdstatic.com/productImages/a301ff18-03c0-403b-9e18-13a0cb3cc6d4/svn/cuisinart-wine-openers-cwo-25-64_100.jpg,29.95,,USD,4.3939,198,"The Cuisinart Electric Wine Opener uncorks up to 50 bottles on one charge, and recharges quickly with a NiMH battery pack and sleek, compact charging base. The wine opener powers through synthetic and natural corks without breakage - no more cork floating in the wine glass. With two buttons, it's easy to operate: Simply press ""Remove"" to uncork the wine, and ""Eject"" to release the cork from the screw. Its sleek stainless steel design looks great on a counter or wet bar, and wipes clean easily. A foil cutter ensures clean openings and drip-free pours, and neatly stores inside the charging base when not in use. This is the perfect gift for wine lovers, entertainers, and anyone who appreciates convenience.","The Cuisinart Electric Wine Opener uncorks up to 50 bottles on one charge, and recharges quickly with a NiMH battery pack and sleek, compact charging base. The wine opener powers through synthetic and natural corks without breakage - no more cork floating in the wine glass. With two buttons, it's easy to operate: Simply press ""Remove"" to uncork the wine, and ""Eject"" to release the cork from the screw. Its sleek stainless steel design looks great on a counter or wet bar, and wipes clean easily. A foil cutter ensures clean openings and drip-free pours, and neatly stores inside the charging base when not in use. This is the perfect gift for wine lovers, entertainers, and anyone who appreciates convenience.",https://www.homedepot.com/p/Cuisinart-Electric-Wine-Opener-with-Foil-Cutter-CWO-25/301687690
Vacuum Cleaner,Vacuum Cleaner,Dyson,homedepot,0885609023076,Outsize Cordless Stick Vacuum Cleaner,Outsize Cordless Stick Vacuum Cleaner,https://images.thdstatic.com/productImages/3f19889a-b3ca-4636-a8df-b9024c77f8c5/svn/dyson-stick-vacuums-368341-01-64_100.jpg,799.99,,USD,4.6881,109,"Intelligent full-size cleaning without the cord with a full-size bin and full-size cleaner head. Engineered for whole-home, deep cleaning the Dyson Outsize cordless vacuum cleaner intelligently optimizes suction and run time across all floor types. Suction power, run time and tools designed to deep clean your whole home. 150% bigger bin than the Dyson V11™ for longer cleans between emptying. The High Torque XL cleaner head is 25% larger than the High Torque cleaner head to cover more of your home, faster. Dyson DLS™ technology automatically senses and adapts to changes in floor type to extend run time for the right balance of power and run time when you need it. LCD digital display shows run time countdown to the second and displays maintenance alerts, giving you complete control of your clean. Advanced, whole-machine filtration traps 99.99% of particles, dust and allergens as small as 0.3 microns.","Intelligent full-size cleaning without the cord with a full-size bin and full-size cleaner head. Engineered for whole-home, deep cleaning the Dyson Outsize cordless vacuum cleaner intelligently optimizes suction and run time across all floor types. Suction power, run time and tools designed to deep clean your whole home. 150% bigger bin than the Dyson V11™ for longer cleans between emptying. The High Torque XL cleaner head is 25% larger than the High Torque cleaner head to cover more of your home, faster. Dyson DLS™ technology automatically senses and adapts to changes in floor type to extend run time for the right balance of power and run time when you need it. LCD digital display shows run time countdown to the second and displays maintenance alerts, giving you complete control of your clean. Advanced, whole-machine filtration traps 99.99% of particles, dust and allergens as small as 0.3 microns.",https://www.homedepot.com/p/Dyson-Outsize-Cordless-Stick-Vacuum-Cleaner-368341-01/316120716
Dehumidifier,Dehumidifier,Midea,homedepot,0810040943249,"50-Pint Midea CUBE Smart Dehumidifier with Pump, 3X More Water Capacity, ENERGY STAR MOST EFFICIENT for up to 4,500 sf","50-Pint Midea CUBE Smart Dehumidifier with Pump, 3X More Water Capacity, ENERGY STAR MOST EFFICIENT for up to 4,500 sf",https://images.thdstatic.com/productImages/86fa95a2-e243-40d7-a3b2-77e72919dbd5/svn/blacks-midea-dehumidifiers-mad50ps1qgr-64_100.jpg,279,,USD,4.6848,165,"The Midea Cube dehumidifier has a unique lift-and-twist design that offers unparalleled flexibility: when operating in extended form, it has up to 3-times more water tank capacity than traditional dehumidifiers and can run much longer without the hassle of frequently emptying the tank, when in nested or drain form, the unit is half the size allowing compact storage or flexible draining. The Midea Cube can fit into any room and maintain the desired humidity level in your home. The patented sensor and wi-fi enabled app allow you to monitor the humidity and water level, all at your fingertips. With multi-directional air intake and up to 3-different fan speeds, it is powerful enough to dehumidify your room, and quiet enough that you'll forget it's even there.","The Midea Cube dehumidifier has a unique lift-and-twist design that offers unparalleled flexibility: when operating in extended form, it has up to 3-times more water tank capacity than traditional dehumidifiers and can run much longer without the hassle of frequently emptying the tank, when in nested or drain form, the unit is half the size allowing compact storage or flexible draining. The Midea Cube can fit into any room and maintain the desired humidity level in your home. The patented sensor and wi-fi enabled app allow you to monitor the humidity and water level, all at your fingertips. With multi-directional air intake and up to 3-different fan speeds, it is powerful enough to dehumidify your room, and quiet enough that you'll forget it's even there.",https://www.homedepot.com/p/Midea-50-Pint-Midea-CUBE-Smart-Dehumidifier-with-Pump-3X-More-Water-Capacity-ENERGY-STAR-MOST-EFFICIENT-for-up-to-4-500-sf-MAD50PS1QGR/315869075
